year;state;month;number;date
1998;Roraima;Outubro;1;01/01/1998
1999;Roraima;Outubro;10;01/01/1999
2000;Roraima;Outubro;25;01/01/2000
2001;Roraima;Outubro;13;01/01/2001
2002;Roraima;Outubro;191;01/01/2002
2003;Roraima;Outubro;14;01/01/2003
2004;Roraima;Outubro;53;01/01/2004
2005;Roraima;Outubro;88;01/01/2005
2006;Roraima;Outubro;135;01/01/2006
2007;Roraima;Outubro;15;01/01/2007
2008;Roraima;Outubro;78;01/01/2008
2009;Roraima;Outubro;197;01/01/2009
2010;Roraima;Outubro;64;01/01/2010
2011;Roraima;Outubro;65;01/01/2011
2012;Roraima;Outubro;152;01/01/2012
2013;Roraima;Outubro;63;01/01/2013
2014;Roraima;Outubro;61;01/01/2014
2015;Roraima;Outubro;181;01/01/2015
2016;Roraima;Outubro;101;01/01/2016
2017;Roraima;Outubro;156;01/01/2017
1998;Roraima;Novembro;1;01/01/1998
1999;Roraima;Novembro;15;01/01/1999
2000;Roraima;Novembro;32;01/01/2000
2001;Roraima;Novembro;76;01/01/2001
2002;Roraima;Novembro;133;01/01/2002
2003;Roraima;Novembro;27;01/01/2003
2004;Roraima;Novembro;135;01/01/2004
2005;Roraima;Novembro;135;01/01/2005
2006;Roraima;Novembro;26;01/01/2006
2007;Roraima;Novembro;112;01/01/2007
2008;Roraima;Novembro;39;01/01/2008
2009;Roraima;Novembro;312;01/01/2009
2010;Roraima;Novembro;27;01/01/2010
2011;Roraima;Novembro;121;01/01/2011
2012;Roraima;Novembro;187;01/01/2012
2013;Roraima;Novembro;106;01/01/2013
2014;Roraima;Novembro;143;01/01/2014
2015;Roraima;Novembro;280;01/01/2015
2016;Roraima;Novembro;71;01/01/2016
2017;Roraima;Novembro;327;01/01/2017
1998;Roraima;Dezembro;16;01/01/1998
1999;Roraima;Dezembro;35;01/01/1999
2000;Roraima;Dezembro;77;01/01/2000
2001;Roraima;Dezembro;76;01/01/2001
2002;Roraima;Dezembro;199;01/01/2002
2003;Roraima;Dezembro;157;01/01/2003
2004;Roraima;Dezembro;160;01/01/2004
2005;Roraima;Dezembro;71;01/01/2005
2006;Roraima;Dezembro;101;01/01/2006
2007;Roraima;Dezembro;8;01/01/2007
2008;Roraima;Dezembro;5;01/01/2008
2009;Roraima;Dezembro;290;01/01/2009
2010;Roraima;Dezembro;73;01/01/2010
2011;Roraima;Dezembro;249;01/01/2011
2012;Roraima;Dezembro;78;01/01/2012
2013;Roraima;Dezembro;65;01/01/2013
2014;Roraima;Dezembro;277;01/01/2014
2015;Roraima;Dezembro;304;01/01/2015
2016;Roraima;Dezembro;136;01/01/2016
1998;Santa Catarina;Janeiro;0;01/01/1998
1999;Santa Catarina;Janeiro;11;01/01/1999
2000;Santa Catarina;Janeiro;14;01/01/2000
2001;Santa Catarina;Janeiro;11;01/01/2001
2002;Santa Catarina;Janeiro;22;01/01/2002
2003;Santa Catarina;Janeiro;45;01/01/2003
2004;Santa Catarina;Janeiro;37;01/01/2004
2005;Santa Catarina;Janeiro;46;01/01/2005
2006;Santa Catarina;Janeiro;41;01/01/2006
2007;Santa Catarina;Janeiro;9;01/01/2007
2008;Santa Catarina;Janeiro;25;01/01/2008
2009;Santa Catarina;Janeiro;21;01/01/2009
2010;Santa Catarina;Janeiro;2;01/01/2010
2011;Santa Catarina;Janeiro;9;01/01/2011
2012;Santa Catarina;Janeiro;14;01/01/2012
2013;Santa Catarina;Janeiro;18;01/01/2013
2014;Santa Catarina;Janeiro;58;01/01/2014
2015;Santa Catarina;Janeiro;28;01/01/2015
2016;Santa Catarina;Janeiro;53;01/01/2016
2017;Santa Catarina;Janeiro;46;01/01/2017
1998;Santa Catarina;Fevereiro;0;01/01/1998
1999;Santa Catarina;Fevereiro;2;01/01/1999
2000;Santa Catarina;Fevereiro;8;01/01/2000
2001;Santa Catarina;Fevereiro;0;01/01/2001
2002;Santa Catarina;Fevereiro;5;01/01/2002
2003;Santa Catarina;Fevereiro;43;01/01/2003
2004;Santa Catarina;Fevereiro;29;01/01/2004
2005;Santa Catarina;Fevereiro;46;01/01/2005
2006;Santa Catarina;Fevereiro;18;01/01/2006
2007;Santa Catarina;Fevereiro;14;01/01/2007
2008;Santa Catarina;Fevereiro;29;01/01/2008
2009;Santa Catarina;Fevereiro;7;01/01/2009
2010;Santa Catarina;Fevereiro;15;01/01/2010
2011;Santa Catarina;Fevereiro;1;01/01/2011
2012;Santa Catarina;Fevereiro;13;01/01/2012
2013;Santa Catarina;Fevereiro;12;01/01/2013
2014;Santa Catarina;Fevereiro;27;01/01/2014
2015;Santa Catarina;Fevereiro;23;01/01/2015
2016;Santa Catarina;Fevereiro;10;01/01/2016
2017;Santa Catarina;Fevereiro;31;01/01/2017
1998;Santa Catarina;Março;0;01/01/1998
1999;Santa Catarina;Março;7;01/01/1999
2000;Santa Catarina;Março;46;01/01/2000
2001;Santa Catarina;Março;1;01/01/2001
2002;Santa Catarina;Março;12;01/01/2002
2003;Santa Catarina;Março;58;01/01/2003
2004;Santa Catarina;Março;73;01/01/2004
2005;Santa Catarina;Março;92;01/01/2005
2006;Santa Catarina;Março;48;01/01/2006
2007;Santa Catarina;Março;23;01/01/2007
2008;Santa Catarina;Março;14;01/01/2008
2009;Santa Catarina;Março;33;01/01/2009
2010;Santa Catarina;Março;9;01/01/2010
2011;Santa Catarina;Março;8;01/01/2011
2012;Santa Catarina;Março;65;01/01/2012
2013;Santa Catarina;Março;14;01/01/2013
2014;Santa Catarina;Março;15;01/01/2014
2015;Santa Catarina;Março;37;01/01/2015
2016;Santa Catarina;Março;21;01/01/2016
2017;Santa Catarina;Março;12;01/01/2017
1998;Santa Catarina;Abril;0;01/01/1998
1999;Santa Catarina;Abril;0;01/01/1999
2000;Santa Catarina;Abril;7;01/01/2000
2001;Santa Catarina;Abril;1;01/01/2001
2002;Santa Catarina;Abril;7;01/01/2002
2003;Santa Catarina;Abril;120;01/01/2003
2004;Santa Catarina;Abril;59;01/01/2004
2005;Santa Catarina;Abril;25;01/01/2005
2006;Santa Catarina;Abril;30;01/01/2006
2007;Santa Catarina;Abril;2;01/01/2007
2008;Santa Catarina;Abril;31;01/01/2008
2009;Santa Catarina;Abril;57;01/01/2009
2010;Santa Catarina;Abril;19;01/01/2010
2011;Santa Catarina;Abril;5;01/01/2011
2012;Santa Catarina;Abril;40;01/01/2012
2013;Santa Catarina;Abril;46;01/01/2013
2014;Santa Catarina;Abril;34;01/01/2014
2015;Santa Catarina;Abril;32;01/01/2015
2016;Santa Catarina;Abril;36;01/01/2016
2017;Santa Catarina;Abril;26;01/01/2017
1998;Santa Catarina;Maio;0;01/01/1998
1999;Santa Catarina;Maio;1;01/01/1999
2000;Santa Catarina;Maio;0;01/01/2000
2001;Santa Catarina;Maio;2;01/01/2001
2002;Santa Catarina;Maio;3;01/01/2002
2003;Santa Catarina;Maio;84;01/01/2003
2004;Santa Catarina;Maio;2;01/01/2004
2005;Santa Catarina;Maio;21;01/01/2005
2006;Santa Catarina;Maio;33;01/01/2006
2007;Santa Catarina;Maio;2;01/01/2007
2008;Santa Catarina;Maio;15;01/01/2008
2009;Santa Catarina;Maio;33;01/01/2009
2010;Santa Catarina;Maio;1;01/01/2010
2011;Santa Catarina;Maio;16;01/01/2011
2012;Santa Catarina;Maio;60;01/01/2012
2013;Santa Catarina;Maio;52;01/01/2013
2014;Santa Catarina;Maio;42;01/01/2014
2015;Santa Catarina;Maio;70;01/01/2015
2016;Santa Catarina;Maio;26;01/01/2016
2017;Santa Catarina;Maio;36;01/01/2017
1998;Santa Catarina;Junho;2;01/01/1998
1999;Santa Catarina;Junho;0;01/01/1999
2000;Santa Catarina;Junho;2;01/01/2000
2001;Santa Catarina;Junho;1;01/01/2001
2002;Santa Catarina;Junho;0;01/01/2002
2003;Santa Catarina;Junho;68;01/01/2003
2004;Santa Catarina;Junho;127;01/01/2004
2005;Santa Catarina;Junho;58;01/01/2005
2006;Santa Catarina;Junho;32;01/01/2006
2007;Santa Catarina;Junho;11;01/01/2007
2008;Santa Catarina;Junho;2;01/01/2008
2009;Santa Catarina;Junho;14;01/01/2009
2010;Santa Catarina;Junho;1;01/01/2010
2011;Santa Catarina;Junho;26;01/01/2011
2012;Santa Catarina;Junho;42;01/01/2012
2013;Santa Catarina;Junho;31;01/01/2013
2014;Santa Catarina;Junho;3;01/01/2014
2015;Santa Catarina;Junho;104;01/01/2015
2016;Santa Catarina;Junho;79;01/01/2016
2017;Santa Catarina;Junho;70;01/01/2017
1998;Santa Catarina;Julho;0;01/01/1998
1999;Santa Catarina;Julho;2;01/01/1999
2000;Santa Catarina;Julho;21;01/01/2000
2001;Santa Catarina;Julho;5;01/01/2001
2002;Santa Catarina;Julho;82;01/01/2002
2003;Santa Catarina;Julho;43;01/01/2003
2004;Santa Catarina;Julho;94;01/01/2004
2005;Santa Catarina;Julho;90;01/01/2005
2006;Santa Catarina;Julho;74;01/01/2006
2007;Santa Catarina;Julho;12;01/01/2007
2008;Santa Catarina;Julho;46;01/01/2008
2009;Santa Catarina;Julho;26;01/01/2009
2010;Santa Catarina;Julho;31;01/01/2010
2011;Santa Catarina;Julho;31;01/01/2011
2012;Santa Catarina;Julho;42;01/01/2012
2013;Santa Catarina;Julho;69;01/01/2013
2014;Santa Catarina;Julho;82;01/01/2014
2015;Santa Catarina;Julho;45;01/01/2015
2016;Santa Catarina;Julho;480;01/01/2016
2017;Santa Catarina;Julho;591;01/01/2017
1998;Santa Catarina;Agosto;0;01/01/1998
1999;Santa Catarina;Agosto;51;01/01/1999
2000;Santa Catarina;Agosto;69;01/01/2000
2001;Santa Catarina;Agosto;24;01/01/2001
2002;Santa Catarina;Agosto;702;01/01/2002
2003;Santa Catarina;Agosto;1.513;01/01/2003
2004;Santa Catarina;Agosto;728;01/01/2004
2005;Santa Catarina;Agosto;391;01/01/2005
2006;Santa Catarina;Agosto;728;01/01/2006
2007;Santa Catarina;Agosto;462;01/01/2007
2008;Santa Catarina;Agosto;51;01/01/2008
2009;Santa Catarina;Agosto;759;01/01/2009
2010;Santa Catarina;Agosto;511;01/01/2010
2011;Santa Catarina;Agosto;175;01/01/2011
2012;Santa Catarina;Agosto;398;01/01/2012
2013;Santa Catarina;Agosto;236;01/01/2013
2014;Santa Catarina;Agosto;459;01/01/2014
2015;Santa Catarina;Agosto;379;01/01/2015
2016;Santa Catarina;Agosto;765;01/01/2016
2017;Santa Catarina;Agosto;713;01/01/2017
1998;Santa Catarina;Setembro;6;01/01/1998
1999;Santa Catarina;Setembro;101;01/01/1999
2000;Santa Catarina;Setembro;36;01/01/2000
2001;Santa Catarina;Setembro;18;01/01/2001
2002;Santa Catarina;Setembro;416;01/01/2002
2003;Santa Catarina;Setembro;1.339;01/01/2003
2004;Santa Catarina;Setembro;755;01/01/2004
2005;Santa Catarina;Setembro;116;01/01/2005
2006;Santa Catarina;Setembro;530;01/01/2006
2007;Santa Catarina;Setembro;617;01/01/2007
2008;Santa Catarina;Setembro;233;01/01/2008
2009;Santa Catarina;Setembro;47;01/01/2009
2010;Santa Catarina;Setembro;198;01/01/2010
2011;Santa Catarina;Setembro;450;01/01/2011
2012;Santa Catarina;Setembro;188;01/01/2012
2013;Santa Catarina;Setembro;303;01/01/2013
2014;Santa Catarina;Setembro;208;01/01/2014
2015;Santa Catarina;Setembro;156;01/01/2015
2016;Santa Catarina;Setembro;644;01/01/2016
2017;Santa Catarina;Setembro;626;01/01/2017
1998;Santa Catarina;Outubro;4;01/01/1998
1999;Santa Catarina;Outubro;16;01/01/1999
2000;Santa Catarina;Outubro;55;01/01/2000
2001;Santa Catarina;Outubro;26;01/01/2001
2002;Santa Catarina;Outubro;42;01/01/2002
2003;Santa Catarina;Outubro;669;01/01/2003
2004;Santa Catarina;Outubro;704;01/01/2004
2005;Santa Catarina;Outubro;197;01/01/2005
2006;Santa Catarina;Outubro;269;01/01/2006
2007;Santa Catarina;Outubro;35;01/01/2007
2008;Santa Catarina;Outubro;56;01/01/2008
2009;Santa Catarina;Outubro;252;01/01/2009
2010;Santa Catarina;Outubro;76;01/01/2010
2011;Santa Catarina;Outubro;102;01/01/2011
2012;Santa Catarina;Outubro;34;01/01/2012
2013;Santa Catarina;Outubro;107;01/01/2013
2014;Santa Catarina;Outubro;122;01/01/2014
2015;Santa Catarina;Outubro;21;01/01/2015
2016;Santa Catarina;Outubro;56;01/01/2016
2017;Santa Catarina;Outubro;51;01/01/2017
1998;Santa Catarina;Novembro;21;01/01/1998
1999;Santa Catarina;Novembro;84;01/01/1999
2000;Santa Catarina;Novembro;19;01/01/2000
2001;Santa Catarina;Novembro;66;01/01/2001
2002;Santa Catarina;Novembro;348;01/01/2002
2003;Santa Catarina;Novembro;347;01/01/2003
2004;Santa Catarina;Novembro;279;01/01/2004
2005;Santa Catarina;Novembro;384;01/01/2005
2006;Santa Catarina;Novembro;45;01/01/2006
2007;Santa Catarina;Novembro;26;01/01/2007
2008;Santa Catarina;Novembro;16;01/01/2008
2009;Santa Catarina;Novembro;61;01/01/2009
2010;Santa Catarina;Novembro;88;01/01/2010
2011;Santa Catarina;Novembro;79;01/01/2011
2012;Santa Catarina;Novembro;72;01/01/2012
2013;Santa Catarina;Novembro;84;01/01/2013
2014;Santa Catarina;Novembro;43;01/01/2014
2015;Santa Catarina;Novembro;9;01/01/2015
2016;Santa Catarina;Novembro;156;01/01/2016
2017;Santa Catarina;Novembro;152;01/01/2017
1998;Santa Catarina;Dezembro;26;01/01/1998
1999;Santa Catarina;Dezembro;89;01/01/1999
2000;Santa Catarina;Dezembro;29;01/01/2000
2001;Santa Catarina;Dezembro;45;01/01/2001
2002;Santa Catarina;Dezembro;76;01/01/2002
2003;Santa Catarina;Dezembro;129;01/01/2003
2004;Santa Catarina;Dezembro;68;01/01/2004
2005;Santa Catarina;Dezembro;17;01/01/2005
2006;Santa Catarina;Dezembro;7;01/01/2006
2007;Santa Catarina;Dezembro;17;01/01/2007
2008;Santa Catarina;Dezembro;29;01/01/2008
2009;Santa Catarina;Dezembro;20;01/01/2009
2010;Santa Catarina;Dezembro;23;01/01/2010
2011;Santa Catarina;Dezembro;24;01/01/2011
2012;Santa Catarina;Dezembro;32;01/01/2012
2013;Santa Catarina;Dezembro;74;01/01/2013
2014;Santa Catarina;Dezembro;45;01/01/2014
2015;Santa Catarina;Dezembro;19;01/01/2015
2016;Santa Catarina;Dezembro;20;01/01/2016
1998;Sao Paulo;Janeiro;0;01/01/1998
1999;Sao Paulo;Janeiro;7;01/01/1999
2000;Sao Paulo;Janeiro;36;01/01/2000
2001;Sao Paulo;Janeiro;26;01/01/2001
2002;Sao Paulo;Janeiro;19;01/01/2002
2003;Sao Paulo;Janeiro;59;01/01/2003
2004;Sao Paulo;Janeiro;37;01/01/2004
2005;Sao Paulo;Janeiro;26;01/01/2005
2006;Sao Paulo;Janeiro;76;01/01/2006
2007;Sao Paulo;Janeiro;14;01/01/2007
2008;Sao Paulo;Janeiro;34;01/01/2008
2009;Sao Paulo;Janeiro;12;01/01/2009
2010;Sao Paulo;Janeiro;45;01/01/2010
2011;Sao Paulo;Janeiro;75;01/01/2011
2012;Sao Paulo;Janeiro;38;01/01/2012
2013;Sao Paulo;Janeiro;36;01/01/2013
2014;Sao Paulo;Janeiro;99;01/01/2014
2015;Sao Paulo;Janeiro;120;01/01/2015
2016;Sao Paulo;Janeiro;85;01/01/2016
2017;Sao Paulo;Janeiro;28;01/01/2017
1998;Sao Paulo;Fevereiro;0;01/01/1998
1999;Sao Paulo;Fevereiro;47;01/01/1999
2000;Sao Paulo;Fevereiro;25;01/01/2000
2001;Sao Paulo;Fevereiro;25;01/01/2001
2002;Sao Paulo;Fevereiro;19;01/01/2002
2003;Sao Paulo;Fevereiro;137;01/01/2003
2004;Sao Paulo;Fevereiro;41;01/01/2004
2005;Sao Paulo;Fevereiro;78;01/01/2005
2006;Sao Paulo;Fevereiro;59;01/01/2006
2007;Sao Paulo;Fevereiro;96;01/01/2007
2008;Sao Paulo;Fevereiro;30;01/01/2008
2009;Sao Paulo;Fevereiro;65;01/01/2009
2010;Sao Paulo;Fevereiro;152;01/01/2010
2011;Sao Paulo;Fevereiro;73;01/01/2011
2012;Sao Paulo;Fevereiro;81;01/01/2012
2013;Sao Paulo;Fevereiro;100;01/01/2013
2014;Sao Paulo;Fevereiro;112;01/01/2014
2015;Sao Paulo;Fevereiro;69;01/01/2015
2016;Sao Paulo;Fevereiro;188;01/01/2016
2017;Sao Paulo;Fevereiro;107;01/01/2017
1998;Sao Paulo;Março;0;01/01/1998
1999;Sao Paulo;Março;78;01/01/1999
2000;Sao Paulo;Março;26;01/01/2000
2001;Sao Paulo;Março;35;01/01/2001
2002;Sao Paulo;Março;111;01/01/2002
2003;Sao Paulo;Março;86;01/01/2003
2004;Sao Paulo;Março;73;01/01/2004
2005;Sao Paulo;Março;73;01/01/2005
2006;Sao Paulo;Março;106;01/01/2006
2007;Sao Paulo;Março;152;01/01/2007
2008;Sao Paulo;Março;72;01/01/2008
2009;Sao Paulo;Março;55;01/01/2009
2010;Sao Paulo;Março;111;01/01/2010
2011;Sao Paulo;Março;45;01/01/2011
2012;Sao Paulo;Março;99;01/01/2012
2013;Sao Paulo;Março;57;01/01/2013
2014;Sao Paulo;Março;75;01/01/2014
2015;Sao Paulo;Março;68;01/01/2015
2016;Sao Paulo;Março;82;01/01/2016
2017;Sao Paulo;Março;103;01/01/2017
1998;Sao Paulo;Abril;0;01/01/1998
1999;Sao Paulo;Abril;291;01/01/1999
2000;Sao Paulo;Abril;102;01/01/2000
2001;Sao Paulo;Abril;61;01/01/2001
2002;Sao Paulo;Abril;178;01/01/2002
2003;Sao Paulo;Abril;106;01/01/2003
2004;Sao Paulo;Abril;36;01/01/2004
2005;Sao Paulo;Abril;62;01/01/2005
2006;Sao Paulo;Abril;63;01/01/2006
2007;Sao Paulo;Abril;44;01/01/2007
2008;Sao Paulo;Abril;84;01/01/2008
2009;Sao Paulo;Abril;67;01/01/2009
2010;Sao Paulo;Abril;91;01/01/2010
2011;Sao Paulo;Abril;52;01/01/2011
2012;Sao Paulo;Abril;82;01/01/2012
2013;Sao Paulo;Abril;103;01/01/2013
2014;Sao Paulo;Abril;103;01/01/2014
2015;Sao Paulo;Abril;76;01/01/2015
2016;Sao Paulo;Abril;307;01/01/2016
2017;Sao Paulo;Abril;41;01/01/2017
1998;Sao Paulo;Maio;0;01/01/1998
1999;Sao Paulo;Maio;500;01/01/1999
2000;Sao Paulo;Maio;300;01/01/2000
2001;Sao Paulo;Maio;211;01/01/2001
2002;Sao Paulo;Maio;319;01/01/2002
2003;Sao Paulo;Maio;69;01/01/2003
2004;Sao Paulo;Maio;60;01/01/2004
2005;Sao Paulo;Maio;212;01/01/2005
2006;Sao Paulo;Maio;88;01/01/2006
2007;Sao Paulo;Maio;69;01/01/2007
2008;Sao Paulo;Maio;40;01/01/2008
2009;Sao Paulo;Maio;142;01/01/2009
2010;Sao Paulo;Maio;150;01/01/2010
2011;Sao Paulo;Maio;136;01/01/2011
2012;Sao Paulo;Maio;82;01/01/2012
2013;Sao Paulo;Maio;118;01/01/2013
2014;Sao Paulo;Maio;181;01/01/2014
2015;Sao Paulo;Maio;65;01/01/2015
2016;Sao Paulo;Maio;139;01/01/2016
2017;Sao Paulo;Maio;43;01/01/2017
1998;Sao Paulo;Junho;451;01/01/1998
1999;Sao Paulo;Junho;522;01/01/1999
2000;Sao Paulo;Junho;606;01/01/2000
2001;Sao Paulo;Junho;346;01/01/2001
2002;Sao Paulo;Junho;562;01/01/2002
2003;Sao Paulo;Junho;132;01/01/2003
2004;Sao Paulo;Junho;231;01/01/2004
2005;Sao Paulo;Junho;236;01/01/2005
2006;Sao Paulo;Junho;97;01/01/2006
2007;Sao Paulo;Junho;91;01/01/2007
2008;Sao Paulo;Junho;25;01/01/2008
2009;Sao Paulo;Junho;125;01/01/2009
2010;Sao Paulo;Junho;143;01/01/2010
2011;Sao Paulo;Junho;210;01/01/2011
2012;Sao Paulo;Junho;30;01/01/2012
2013;Sao Paulo;Junho;47;01/01/2013
2014;Sao Paulo;Junho;331;01/01/2014
2015;Sao Paulo;Junho;147;01/01/2015
2016;Sao Paulo;Junho;197;01/01/2016
2017;Sao Paulo;Junho;217;01/01/2017
1998;Sao Paulo;Julho;596;01/01/1998
1999;Sao Paulo;Julho;684;01/01/1999
2000;Sao Paulo;Julho;770;01/01/2000
2001;Sao Paulo;Julho;538;01/01/2001
2002;Sao Paulo;Julho;448;01/01/2002
2003;Sao Paulo;Julho;171;01/01/2003
2004;Sao Paulo;Julho;342;01/01/2004
2005;Sao Paulo;Julho;284;01/01/2005
2006;Sao Paulo;Julho;245;01/01/2006
2007;Sao Paulo;Julho;94;01/01/2007
2008;Sao Paulo;Julho;126;01/01/2008
2009;Sao Paulo;Julho;110;01/01/2009
2010;Sao Paulo;Julho;600;01/01/2010
2011;Sao Paulo;Julho;479;01/01/2011
2012;Sao Paulo;Julho;179;01/01/2012
2013;Sao Paulo;Julho;181;01/01/2013
2014;Sao Paulo;Julho;476;01/01/2014
2015;Sao Paulo;Julho;149;01/01/2015
2016;Sao Paulo;Julho;687;01/01/2016
2017;Sao Paulo;Julho;802;01/01/2017
1998;Sao Paulo;Agosto;581;01/01/1998
1999;Sao Paulo;Agosto;1.211;01/01/1999
2000;Sao Paulo;Agosto;915;01/01/2000
2001;Sao Paulo;Agosto;595;01/01/2001
2002;Sao Paulo;Agosto;719;01/01/2002
2003;Sao Paulo;Agosto;934;01/01/2003
2004;Sao Paulo;Agosto;794;01/01/2004
2005;Sao Paulo;Agosto;522;01/01/2005
2006;Sao Paulo;Agosto;572;01/01/2006
2007;Sao Paulo;Agosto;470;01/01/2007
2008;Sao Paulo;Agosto;153;01/01/2008
2009;Sao Paulo;Agosto;289;01/01/2009
2010;Sao Paulo;Agosto;1.809;01/01/2010
2011;Sao Paulo;Agosto;1.067;01/01/2011
2012;Sao Paulo;Agosto;435;01/01/2012
2013;Sao Paulo;Agosto;497;01/01/2013
2014;Sao Paulo;Agosto;1.458;01/01/2014
2015;Sao Paulo;Agosto;643;01/01/2015
2016;Sao Paulo;Agosto;797;01/01/2016
2017;Sao Paulo;Agosto;981;01/01/2017
1998;Sao Paulo;Setembro;525;01/01/1998
1999;Sao Paulo;Setembro;911;01/01/1999
2000;Sao Paulo;Setembro;582;01/01/2000
2001;Sao Paulo;Setembro;425;01/01/2001
2002;Sao Paulo;Setembro;302;01/01/2002
2003;Sao Paulo;Setembro;977;01/01/2003
2004;Sao Paulo;Setembro;809;01/01/2004
2005;Sao Paulo;Setembro;231;01/01/2005
2006;Sao Paulo;Setembro;694;01/01/2006
2007;Sao Paulo;Setembro;495;01/01/2007
2008;Sao Paulo;Setembro;486;01/01/2008
2009;Sao Paulo;Setembro;116;01/01/2009
2010;Sao Paulo;Setembro;1.677;01/01/2010
2011;Sao Paulo;Setembro;1.108;01/01/2011
2012;Sao Paulo;Setembro;813;01/01/2012
2013;Sao Paulo;Setembro;560;01/01/2013
2014;Sao Paulo;Setembro;882;01/01/2014
2015;Sao Paulo;Setembro;368;01/01/2015
2016;Sao Paulo;Setembro;490;01/01/2016
2017;Sao Paulo;Setembro;2.868;01/01/2017
1998;Sao Paulo;Outubro;434;01/01/1998
1999;Sao Paulo;Outubro;763;01/01/1999
2000;Sao Paulo;Outubro;647;01/01/2000
2001;Sao Paulo;Outubro;444;01/01/2001
2002;Sao Paulo;Outubro;733;01/01/2002
2003;Sao Paulo;Outubro;422;01/01/2003
2004;Sao Paulo;Outubro;195;01/01/2004
2005;Sao Paulo;Outubro;221;01/01/2005
2006;Sao Paulo;Outubro;153;01/01/2006
2007;Sao Paulo;Outubro;281;01/01/2007
2008;Sao Paulo;Outubro;87;01/01/2008
2009;Sao Paulo;Outubro;64;01/01/2009
2010;Sao Paulo;Outubro;260;01/01/2010
2011;Sao Paulo;Outubro;188;01/01/2011
2012;Sao Paulo;Outubro;206;01/01/2012
2013;Sao Paulo;Outubro;127;01/01/2013
2014;Sao Paulo;Outubro;887;01/01/2014
2015;Sao Paulo;Outubro;213;01/01/2015
2016;Sao Paulo;Outubro;177;01/01/2016
2017;Sao Paulo;Outubro;179;01/01/2017
1998;Sao Paulo;Novembro;488;01/01/1998
1999;Sao Paulo;Novembro;398;01/01/1999
2000;Sao Paulo;Novembro;96;01/01/2000
2001;Sao Paulo;Novembro;168;01/01/2001
2002;Sao Paulo;Novembro;72;01/01/2002
2003;Sao Paulo;Novembro;155;01/01/2003
2004;Sao Paulo;Novembro;144;01/01/2004
2005;Sao Paulo;Novembro;163;01/01/2005
2006;Sao Paulo;Novembro;43;01/01/2006
2007;Sao Paulo;Novembro;50;01/01/2007
2008;Sao Paulo;Novembro;20;01/01/2008
2009;Sao Paulo;Novembro;83;01/01/2009
2010;Sao Paulo;Novembro;104;01/01/2010
2011;Sao Paulo;Novembro;87;01/01/2011
2012;Sao Paulo;Novembro;50;01/01/2012
2013;Sao Paulo;Novembro;120;01/01/2013
2014;Sao Paulo;Novembro;56;01/01/2014
2015;Sao Paulo;Novembro;21;01/01/2015
2016;Sao Paulo;Novembro;39;01/01/2016
2017;Sao Paulo;Novembro;37;01/01/2017
1998;Sao Paulo;Dezembro;121;01/01/1998
1999;Sao Paulo;Dezembro;47;01/01/1999
2000;Sao Paulo;Dezembro;23;01/01/2000
2001;Sao Paulo;Dezembro;52;01/01/2001
2002;Sao Paulo;Dezembro;57;01/01/2002
2003;Sao Paulo;Dezembro;58;01/01/2003
2004;Sao Paulo;Dezembro;102;01/01/2004
2005;Sao Paulo;Dezembro;15;01/01/2005
2006;Sao Paulo;Dezembro;13;01/01/2006
2007;Sao Paulo;Dezembro;21;01/01/2007
2008;Sao Paulo;Dezembro;36;01/01/2008
2009;Sao Paulo;Dezembro;37;01/01/2009
2010;Sao Paulo;Dezembro;52;01/01/2010
2011;Sao Paulo;Dezembro;53;01/01/2011
2012;Sao Paulo;Dezembro;64;01/01/2012
2013;Sao Paulo;Dezembro;109;01/01/2013
2014;Sao Paulo;Dezembro;57;01/01/2014
2015;Sao Paulo;Dezembro;45;01/01/2015
2016;Sao Paulo;Dezembro;47;01/01/2016
1998;Sergipe;Janeiro;0;01/01/1998
1999;Sergipe;Janeiro;36;01/01/1999
2000;Sergipe;Janeiro;1;01/01/2000
2001;Sergipe;Janeiro;2;01/01/2001
2002;Sergipe;Janeiro;1;01/01/2002
2003;Sergipe;Janeiro;198;01/01/2003
2004;Sergipe;Janeiro;16;01/01/2004
2005;Sergipe;Janeiro;80;01/01/2005
2006;Sergipe;Janeiro;36;01/01/2006
2007;Sergipe;Janeiro;56;01/01/2007
2008;Sergipe;Janeiro;100;01/01/2008
2009;Sergipe;Janeiro;60;01/01/2009
2010;Sergipe;Janeiro;29;01/01/2010
2011;Sergipe;Janeiro;36;01/01/2011
2012;Sergipe;Janeiro;39;01/01/2012
2013;Sergipe;Janeiro;34;01/01/2013
2014;Sergipe;Janeiro;20;01/01/2014
2015;Sergipe;Janeiro;44;01/01/2015
2016;Sergipe;Janeiro;9;01/01/2016
2017;Sergipe;Janeiro;31;01/01/2017
1998;Sergipe;Fevereiro;0;01/01/1998
1999;Sergipe;Fevereiro;25;01/01/1999
2000;Sergipe;Fevereiro;6;01/01/2000
2001;Sergipe;Fevereiro;2;01/01/2001
2002;Sergipe;Fevereiro;6;01/01/2002
2003;Sergipe;Fevereiro;50;01/01/2003
2004;Sergipe;Fevereiro;10;01/01/2004
2005;Sergipe;Fevereiro;19;01/01/2005
2006;Sergipe;Fevereiro;36;01/01/2006
2007;Sergipe;Fevereiro;22;01/01/2007
2008;Sergipe;Fevereiro;67;01/01/2008
2009;Sergipe;Fevereiro;64;01/01/2009
